session_id,user_id,entry_point,time_of_day,day_of_week,is_weekend,network_type,scroll_velocity,first_tap_depth,session_gap_hours,previous_session_converted,regional_event_active,intent_label,converted,session_value_score
sess_01423,usr_0838,organic,10,3,False,wifi,256.4,3,17.8,True,False,browse,False,0.2826
sess_01424,usr_1235,widget,16,3,False,wifi,261.4,2,2.3,True,False,browse,True,0.6077
sess_01425,usr_0866,organic,22,4,False,cellular,60.6,2,7.5,False,True,act,False,0.5126
sess_01426,usr_0563,organic,19,2,False,wifi,266.6,1,6.3,False,False,browse,True,0.5367
sess_01427,usr_1047,push_notification,8,1,False,cellular,125.7,2,4.8,False,False,act,True,0.8146
sess_01428,usr_1186,widget,3,3,False,wifi,293.8,3,12.6,True,False,browse,False,0.2908
sess_01429,usr_1344,push_notification,20,5,True,wifi,55.3,2,7.6,True,True,act,True,0.775
sess_01430,usr_0492,push_notification,17,6,True,cellular,333.7,4,2.4,True,False,browse,False,0.3212
sess_01431,usr_0032,organic,6,5,True,cellular,175.9,2,16.6,True,True,browse,True,0.5869
sess_01432,usr_2038,organic,20,5,True,cellular,332.0,3,19.7,True,True,browse,False,0.3137
sess_01433,usr_1764,push_notification,19,3,False,cellular,123.0,3,2.9,False,False,act,True,0.571
sess_01434,usr_0720,organic,16,2,False,wifi,269.4,5,9.0,True,False,browse,False,0.4782
sess_01435,usr_0530,widget,2,3,False,cellular,203.9,4,2.7,False,False,act,True,0.5702
sess_01436,usr_1558,push_notification,12,0,False,cellular,332.7,2,3.4,False,False,browse,False,0.5234
sess_01437,usr_2182,organic,18,5,True,wifi,466.9,1,7.6,True,False,browse,False,0.3112
sess_01438,usr_0943,push_notification,9,4,False,wifi,121.7,4,38.7,True,False,act,True,0.6731
sess_01439,usr_2050,push_notification,20,3,False,wifi,272.9,1,7.3,True,False,browse,False,0.3231
sess_01440,usr_2289,organic,17,4,False,cellular,123.6,5,168.0,False,False,act,True,0.8801
sess_01441,usr_1451,push_notification,9,0,False,cellular,117.0,1,8.0,False,False,act,True,0.8325
sess_01442,usr_0296,widget,12,5,True,wifi,324.1,1,21.0,True,False,browse,False,0.3598
sess_01443,usr_1627,organic,14,5,True,wifi,145.9,2,54.6,True,False,browse,False,0.2835
sess_01444,usr_0174,organic,18,3,False,wifi,387.0,1,148.9,False,False,browse,False,0.3826
sess_01445,usr_1787,push_notification,18,0,False,cellular,88.3,3,4.4,False,False,act,False,0.4858
sess_01446,usr_0077,organic,17,4,False,wifi,437.5,1,54.9,True,False,browse,False,0.4575
sess_01447,usr_1884,push_notification,18,0,False,wifi,87.8,3,98.3,False,True,act,True,0.6419
sess_01448,usr_0319,push_notification,19,5,True,wifi,90.6,2,39.8,False,False,act,True,0.7725
sess_01449,usr_1283,organic,7,3,False,cellular,234.2,1,4.5,True,False,browse,False,0.4856
sess_01450,usr_2359,organic,18,3,False,wifi,274.2,4,4.0,False,True,browse,True,0.6193
sess_01451,usr_1759,organic,13,4,False,wifi,142.3,3,10.9,True,False,act,True,0.6224
sess_01452,usr_2349,widget,20,3,False,wifi,105.5,2,21.1,False,False,act,True,0.8625
sess_01453,usr_1657,widget,18,2,False,wifi,282.5,4,3.3,False,False,browse,True,0.687
sess_01454,usr_1711,push_notification,22,3,False,wifi,133.7,2,25.3,True,False,act,True,0.8774
sess_01455,usr_1186,widget,12,4,False,cellular,263.1,1,5.4,True,False,browse,False,0.5377
sess_01456,usr_0472,organic,8,4,False,cellular,246.9,2,2.0,False,False,browse,False,0.3114
sess_01457,usr_1660,widget,17,5,True,cellular,430.0,1,3.0,True,False,browse,False,0.282
sess_01458,usr_0086,organic,16,2,False,wifi,403.8,2,3.2,False,False,browse,False,0.3334
sess_01459,usr_1331,push_notification,19,1,False,wifi,147.0,2,11.2,False,False,act,True,0.6244
sess_01460,usr_0704,push_notification,14,2,False,cellular,85.4,1,37.1,False,False,act,True,0.6472
sess_01461,usr_1885,push_notification,18,4,False,wifi,120.5,1,13.9,False,False,act,True,0.9152
sess_01462,usr_1483,organic,12,2,False,cellular,335.9,1,5.8,False,False,browse,False,0.5082
sess_01463,usr_0361,organic,18,1,False,wifi,345.3,1,11.0,False,True,browse,False,0.5804
sess_01464,usr_1789,organic,20,1,False,wifi,255.3,2,29.9,False,False,browse,False,0.3586
sess_01465,usr_0434,organic,13,0,False,cellular,156.1,1,6.2,False,False,browse,False,0.493
sess_01466,usr_0997,push_notification,20,0,False,cellular,119.4,4,111.9,False,False,act,False,0.2902
sess_01467,usr_1785,organic,14,0,False,cellular,338.6,1,28.4,True,False,browse,False,0.4538
sess_01468,usr_2413,push_notification,9,1,False,wifi,160.0,3,38.8,False,True,act,True,0.8088
sess_01469,usr_1641,organic,13,3,False,cellular,412.4,1,23.2,False,False,browse,False,0.5091
sess_01470,usr_2147,organic,15,5,True,wifi,275.2,1,1.9,True,False,browse,False,0.5048
sess_01471,usr_0323,push_notification,20,6,True,cellular,41.2,2,2.2,False,False,act,True,0.8003
sess_01472,usr_1622,organic,10,0,False,cellular,284.5,1,9.1,False,False,browse,False,0.5271
sess_01473,usr_1271,organic,13,3,False,wifi,157.5,3,35.2,False,False,act,True,0.8813
sess_01474,usr_1391,organic,13,2,False,wifi,320.1,2,5.6,True,False,browse,False,0.5464
sess_01475,usr_0908,widget,14,5,True,cellular,156.5,1,77.2,True,True,act,False,0.5689
sess_01476,usr_1365,push_notification,16,0,False,cellular,307.4,2,22.7,False,False,browse,False,0.5303
sess_01477,usr_0689,organic,19,0,False,cellular,263.8,2,37.5,False,False,browse,False,0.2656
sess_01478,usr_0313,organic,7,2,False,wifi,196.8,1,51.3,False,False,browse,False,0.471
sess_01479,usr_2091,widget,14,6,True,wifi,78.5,3,129.5,True,False,act,True,0.8147
sess_01480,usr_0468,widget,17,0,False,wifi,92.0,4,64.5,False,True,act,True,0.7836
sess_01481,usr_2174,organic,12,4,False,wifi,97.5,1,4.3,False,False,browse,False,0.3103
sess_01482,usr_2089,widget,19,6,True,cellular,265.7,4,3.4,False,False,browse,False,0.3282
sess_01483,usr_0795,push_notification,16,0,False,cellular,79.5,3,3.7,True,True,act,False,0.2466
sess_01484,usr_1432,push_notification,20,4,False,cellular,194.7,1,23.7,True,False,browse,False,0.4692
sess_01485,usr_1439,widget,22,5,True,wifi,83.7,2,5.6,False,False,act,True,0.8787
sess_01486,usr_0605,organic,21,3,False,wifi,229.7,1,25.7,True,False,act,True,0.8422
sess_01487,usr_0968,push_notification,15,0,False,wifi,186.3,1,2.7,False,False,browse,False,0.5434
sess_01488,usr_0422,organic,16,0,False,wifi,358.1,2,4.4,False,False,browse,False,0.3748
sess_01489,usr_0600,organic,19,3,False,cellular,141.6,5,15.6,True,True,act,True,0.9048
sess_01490,usr_1049,organic,16,4,False,cellular,408.8,4,3.9,False,True,browse,False,0.3779
sess_01491,usr_0809,push_notification,19,6,True,cellular,136.0,2,8.7,False,False,act,True,0.8733
sess_01492,usr_0711,widget,23,1,False,wifi,132.7,3,6.8,False,False,browse,False,0.3222
sess_01493,usr_2468,organic,10,6,True,wifi,247.3,1,7.9,True,False,browse,False,0.3715
sess_01494,usr_0627,widget,13,5,True,cellular,314.3,4,8.2,False,False,browse,False,0.52
sess_01495,usr_0309,organic,15,5,True,cellular,395.7,1,168.0,True,False,browse,True,0.8888
sess_01496,usr_0726,organic,19,2,False,wifi,306.8,2,12.6,False,False,browse,False,0.3195
sess_01497,usr_2024,push_notification,16,5,True,cellular,89.6,3,103.9,True,True,act,True,0.6323
sess_01498,usr_1901,push_notification,9,3,False,cellular,101.6,2,1.1,False,True,act,True,0.7505
sess_01499,usr_2310,organic,16,3,False,cellular,253.0,4,21.6,True,False,browse,False,0.2269
sess_01500,usr_2374,organic,18,6,True,wifi,455.3,1,11.9,False,True,browse,False,0.4937
sess_01501,usr_1839,organic,12,4,False,wifi,431.7,2,4.9,True,False,browse,True,0.7601
sess_01502,usr_2313,organic,15,3,False,cellular,218.8,2,14.3,False,False,browse,True,0.8575
sess_01503,usr_1324,push_notification,19,4,False,wifi,184.9,1,37.7,False,False,browse,False,0.5545
sess_01504,usr_1295,push_notification,19,0,False,wifi,131.1,2,7.6,False,False,act,True,0.5672
sess_01505,usr_0619,organic,17,5,True,wifi,286.3,2,3.6,True,False,browse,True,0.6107
sess_01506,usr_1802,push_notification,5,4,False,wifi,211.7,1,56.2,True,False,act,True,0.7739
sess_01507,usr_0280,organic,19,1,False,wifi,128.3,3,2.7,True,False,act,True,0.6103
sess_01508,usr_1921,push_notification,11,2,False,wifi,289.5,1,168.0,False,False,browse,False,0.3156
sess_01509,usr_1812,organic,10,2,False,wifi,107.6,3,1.7,False,False,browse,False,0.3245
sess_01510,usr_1241,push_notification,10,3,False,wifi,131.1,1,3.8,False,False,browse,False,0.5629
sess_01511,usr_1126,push_notification,17,3,False,cellular,399.5,1,8.9,False,False,browse,False,0.4457
sess_01512,usr_2423,push_notification,17,2,False,cellular,204.8,3,7.5,True,False,act,True,0.6219
sess_01513,usr_0231,organic,9,2,False,cellular,231.2,1,15.3,True,True,browse,False,0.4464
sess_01514,usr_1442,organic,6,2,False,wifi,321.2,2,8.3,False,False,browse,True,0.7935
sess_01515,usr_2079,organic,9,6,True,cellular,449.4,1,4.6,True,False,browse,False,0.5452
sess_01516,usr_0304,organic,18,3,False,cellular,167.3,2,7.3,True,True,browse,False,0.2509
sess_01517,usr_1272,widget,7,4,False,wifi,161.0,3,37.7,False,True,act,True,0.8257
sess_01518,usr_1892,organic,18,0,False,wifi,251.8,2,7.9,False,False,browse,False,0.264
sess_01519,usr_1852,widget,10,4,False,wifi,147.3,2,10.6,False,False,act,True,0.7857
sess_01520,usr_0155,organic,18,5,True,wifi,363.3,1,9.2,False,False,browse,False,0.5221
sess_01521,usr_0234,widget,9,2,False,wifi,153.4,2,7.1,True,False,act,False,0.348
sess_01522,usr_1511,push_notification,20,2,False,wifi,139.4,3,13.6,False,True,act,True,0.6117
sess_01523,usr_1176,push_notification,18,3,False,wifi,253.3,1,46.7,False,False,browse,True,0.8323
sess_01524,usr_0315,organic,6,0,False,cellular,87.8,3,19.0,True,True,act,False,0.5301
sess_01525,usr_0370,push_notification,15,3,False,wifi,111.8,2,39.3,False,True,act,True,0.635
sess_01526,usr_2434,widget,19,2,False,wifi,346.9,2,57.1,True,False,browse,False,0.49
sess_01527,usr_2077,push_notification,7,5,True,wifi,237.5,2,9.1,True,False,browse,True,0.7955
sess_01528,usr_1575,push_notification,14,6,True,cellular,267.3,1,27.9,False,False,browse,False,0.564
sess_01529,usr_1896,push_notification,16,1,False,wifi,127.5,1,5.8,True,False,act,True,0.5989
sess_01530,usr_2378,organic,15,5,True,cellular,392.0,2,24.3,False,False,browse,True,0.586
sess_01531,usr_2271,organic,1,5,True,cellular,334.8,1,5.6,True,True,browse,True,0.6807
sess_01532,usr_0169,push_notification,20,3,False,wifi,155.5,4,27.4,False,True,act,False,0.4721
sess_01533,usr_1843,organic,19,1,False,cellular,20.9,2,7.9,False,True,act,True,0.6551
sess_01534,usr_2342,push_notification,18,4,False,wifi,262.2,3,33.7,True,False,browse,False,0.2689
sess_01535,usr_0772,organic,13,5,True,cellular,167.5,2,6.2,True,False,act,False,0.5239
sess_01536,usr_1317,widget,15,4,False,wifi,328.2,1,57.6,True,False,browse,False,0.5056
sess_01537,usr_2479,organic,8,5,True,wifi,311.9,1,12.1,False,False,browse,True,0.8748
sess_01538,usr_1949,widget,15,1,False,wifi,127.8,3,5.1,False,False,act,True,0.8188
sess_01539,usr_2054,organic,9,0,False,wifi,101.0,5,8.0,True,False,act,True,0.8458
sess_01540,usr_0618,organic,19,1,False,wifi,308.6,1,2.7,False,False,browse,False,0.3255
sess_01541,usr_0254,organic,22,3,False,wifi,243.9,3,7.9,False,False,browse,False,0.4406
sess_01542,usr_1846,push_notification,14,2,False,wifi,101.4,1,8.3,True,False,act,True,0.8263
sess_01543,usr_0424,push_notification,17,6,True,cellular,70.5,3,25.7,False,False,act,True,0.8588
sess_01544,usr_1407,push_notification,6,2,False,cellular,153.2,1,11.8,False,True,act,True,0.636
sess_01545,usr_0346,organic,8,5,True,cellular,364.0,1,2.6,False,False,browse,True,0.7822
sess_01546,usr_2067,widget,16,1,False,wifi,311.2,1,4.9,True,False,browse,False,0.352
sess_01547,usr_0707,widget,13,1,False,cellular,310.2,2,0.6,False,False,browse,False,0.4656
sess_01548,usr_0161,organic,17,4,False,cellular,240.1,3,1.5,True,False,browse,False,0.4985
sess_01549,usr_1015,widget,16,0,False,cellular,60.3,2,5.1,False,True,act,True,0.6525
sess_01550,usr_1794,push_notification,19,6,True,wifi,132.1,4,4.6,False,False,act,False,0.3652
sess_01551,usr_1800,organic,15,4,False,wifi,277.3,1,2.6,False,False,browse,False,0.5534
sess_01552,usr_2147,organic,12,1,False,wifi,247.9,1,19.4,True,False,browse,False,0.4529
sess_01553,usr_2142,widget,9,1,False,cellular,112.8,2,10.3,False,False,act,True,0.7621
sess_01554,usr_2498,organic,20,0,False,cellular,163.9,1,1.8,True,False,browse,False,0.4863
sess_01555,usr_0651,push_notification,18,5,True,wifi,148.3,2,6.2,False,False,act,True,0.7859
sess_01556,usr_1491,widget,14,3,False,wifi,117.8,2,27.3,True,False,act,True,0.6483
sess_01557,usr_1528,widget,21,2,False,cellular,213.5,4,1.1,False,False,browse,False,0.3454
sess_01558,usr_1159,organic,14,5,True,cellular,434.8,1,168.0,False,False,browse,False,0.2743
sess_01559,usr_1587,widget,21,2,False,wifi,300.7,3,168.0,True,False,browse,False,0.4288
sess_01560,usr_1675,organic,11,0,False,wifi,265.8,1,19.1,True,False,browse,False,0.5119
sess_01561,usr_1386,widget,17,2,False,wifi,122.9,2,21.2,False,False,act,True,0.7977
sess_01562,usr_2449,push_notification,12,5,True,wifi,63.8,2,2.2,False,False,act,True,0.6047
sess_01563,usr_0215,push_notification,18,2,False,wifi,133.2,5,9.6,False,False,act,False,0.522
sess_01564,usr_1371,organic,20,4,False,cellular,384.5,1,0.9,True,False,browse,False,0.4862
sess_01565,usr_0270,widget,6,0,False,cellular,186.4,1,12.0,False,False,browse,False,0.4947
sess_01566,usr_1351,widget,14,6,True,wifi,298.0,1,9.9,False,False,browse,False,0.5314
sess_01567,usr_0388,push_notification,21,2,False,cellular,122.5,2,25.8,False,False,act,True,0.7761
sess_01568,usr_2286,widget,19,5,True,cellular,224.7,2,22.2,True,False,browse,False,0.4747
sess_01569,usr_1584,organic,20,6,True,wifi,133.6,2,41.0,False,False,act,False,0.5824
sess_01570,usr_1164,organic,14,3,False,wifi,92.6,3,3.2,True,True,act,True,0.5875
sess_01571,usr_1033,organic,19,5,True,wifi,324.3,2,168.0,True,False,browse,False,0.5609
sess_01572,usr_2469,push_notification,17,4,False,cellular,93.3,2,168.0,False,False,act,True,0.8118
sess_01573,usr_0616,widget,16,3,False,wifi,107.6,2,2.4,False,True,act,True,0.5753
sess_01574,usr_1366,widget,18,2,False,cellular,76.8,4,3.9,True,True,act,False,0.5577
sess_01575,usr_0334,widget,5,4,False,wifi,290.6,1,168.0,False,False,browse,False,0.3165
sess_01576,usr_2387,push_notification,9,2,False,wifi,78.0,3,6.0,False,False,act,True,0.6193
sess_01577,usr_0580,push_notification,18,3,False,cellular,162.5,2,22.1,False,False,act,True,0.7738
sess_01578,usr_1433,widget,19,6,True,cellular,158.6,3,2.1,False,False,act,True,0.7623
sess_01579,usr_1271,organic,15,6,True,wifi,327.9,2,78.1,False,False,browse,False,0.2408
sess_01580,usr_1606,organic,17,2,False,wifi,270.9,1,5.2,False,True,browse,False,0.3423
sess_01581,usr_0529,push_notification,20,3,False,cellular,87.6,1,25.7,True,False,act,True,0.7572
sess_01582,usr_2438,organic,16,0,False,wifi,386.7,1,34.0,True,False,browse,True,0.5713
sess_01583,usr_0348,organic,18,2,False,wifi,209.0,1,55.2,False,False,browse,False,0.5002
sess_01584,usr_1269,push_notification,12,1,False,cellular,127.9,4,51.3,True,False,act,False,0.387
sess_01585,usr_2290,push_notification,8,3,False,wifi,190.2,3,13.4,False,False,browse,True,0.7711
sess_01586,usr_1543,organic,9,2,False,wifi,280.7,2,5.4,True,False,browse,False,0.5679
sess_01587,usr_1346,push_notification,20,5,True,wifi,116.7,3,11.7,False,False,act,False,0.4649
sess_01588,usr_0524,organic,19,0,False,wifi,200.3,2,1.2,False,False,browse,False,0.3385
sess_01589,usr_2157,organic,19,3,False,wifi,260.2,2,13.7,True,False,browse,False,0.3331
sess_01590,usr_0383,organic,6,2,False,cellular,115.8,3,3.2,True,False,act,False,0.2725
sess_01591,usr_1735,organic,7,0,False,wifi,189.2,1,1.2,True,False,browse,False,0.3621
sess_01592,usr_2083,organic,6,2,False,wifi,314.0,3,63.4,True,False,browse,True,0.7537
sess_01593,usr_1483,push_notification,18,2,False,cellular,283.7,1,25.3,True,False,browse,True,0.5645
sess_01594,usr_0075,push_notification,14,0,False,wifi,105.8,3,20.5,True,False,act,True,0.9041
sess_01595,usr_1486,organic,15,3,False,cellular,285.7,2,5.1,False,True,browse,False,0.4787
sess_01596,usr_1266,push_notification,15,1,False,cellular,403.9,1,5.3,False,False,browse,True,0.5902
sess_01597,usr_0739,widget,17,0,False,cellular,163.8,2,4.6,False,False,act,False,0.3527
sess_01598,usr_0878,push_notification,17,4,False,wifi,238.7,1,14.1,False,False,browse,False,0.5198
sess_01599,usr_1400,widget,9,5,True,wifi,286.5,2,25.6,False,False,browse,True,0.8206
sess_01600,usr_1992,organic,12,5,True,cellular,122.2,3,5.0,False,True,act,True,0.8052
sess_01601,usr_0787,widget,10,4,False,wifi,139.7,3,2.0,True,False,act,True,0.6592
sess_01602,usr_0928,widget,2,4,False,cellular,265.3,3,14.1,True,False,browse,False,0.4585
sess_01603,usr_0564,organic,22,2,False,wifi,201.9,3,4.7,True,False,act,False,0.3434
sess_01604,usr_0635,organic,22,1,False,wifi,79.9,3,20.6,False,False,act,False,0.3964
sess_01605,usr_0317,widget,18,2,False,cellular,121.8,4,9.8,False,True,act,True,0.7895
sess_01606,usr_1212,widget,11,3,False,wifi,203.7,1,21.6,False,False,browse,True,0.5646
sess_01607,usr_0415,organic,22,6,True,wifi,498.1,1,55.5,False,False,browse,False,0.2678
sess_01608,usr_2080,push_notification,13,1,False,cellular,164.1,3,21.5,False,True,act,True,0.6204
sess_01609,usr_2211,organic,17,6,True,cellular,256.0,4,44.8,True,False,browse,False,0.3456
sess_01610,usr_2157,organic,20,3,False,wifi,228.6,1,10.3,False,False,browse,False,0.279
sess_01611,usr_0155,push_notification,16,3,False,cellular,224.6,2,6.6,True,True,act,False,0.5048
sess_01612,usr_1380,widget,12,2,False,wifi,99.1,1,1.5,False,False,act,True,0.82
sess_01613,usr_0537,organic,20,1,False,cellular,263.5,4,11.0,False,False,browse,True,0.6322
sess_01614,usr_2447,push_notification,7,5,True,cellular,226.4,2,119.8,False,False,browse,True,0.7819
sess_01615,usr_1544,push_notification,18,2,False,cellular,330.6,2,27.6,False,False,browse,True,0.8085
sess_01616,usr_0632,organic,21,0,False,wifi,133.9,2,15.0,False,False,act,False,0.3184
sess_01617,usr_0665,organic,21,0,False,cellular,308.7,2,25.5,False,True,browse,False,0.595
sess_01618,usr_0741,push_notification,13,0,False,wifi,307.7,1,11.3,True,False,browse,False,0.2837
sess_01619,usr_0679,widget,21,0,False,wifi,335.5,2,34.3,False,False,browse,False,0.5196
sess_01620,usr_1793,organic,6,2,False,wifi,341.6,1,6.4,False,False,browse,False,0.5614
sess_01621,usr_0179,organic,19,0,False,cellular,34.9,3,53.1,True,False,act,True,0.8228
sess_01622,usr_1683,organic,16,0,False,cellular,209.5,3,5.4,False,False,browse,False,0.2162
sess_01623,usr_1493,organic,19,6,True,wifi,174.0,1,4.9,False,False,browse,False,0.4823
sess_01624,usr_0973,push_notification,19,0,False,wifi,164.6,3,6.5,True,False,act,False,0.5487
sess_01625,usr_1820,push_notification,17,2,False,cellular,161.5,5,2.5,True,False,act,False,0.5975
sess_01626,usr_1168,widget,21,1,False,cellular,197.6,1,42.3,False,False,browse,False,0.3115
sess_01627,usr_1839,organic,8,6,True,wifi,241.7,1,46.7,True,False,browse,False,0.5238
sess_01628,usr_0959,organic,10,2,False,cellular,225.7,1,23.4,False,False,browse,False,0.3946
sess_01629,usr_2188,push_notification,13,1,False,wifi,59.3,3,5.4,False,False,act,True,0.7653
sess_01630,usr_0980,organic,9,6,True,cellular,281.7,3,15.0,False,True,browse,False,0.3148
sess_01631,usr_1268,organic,18,2,False,wifi,502.7,1,8.4,False,False,browse,False,0.3484
sess_01632,usr_1922,push_notification,17,1,False,wifi,169.8,3,15.1,False,False,act,True,0.6637
sess_01633,usr_0795,organic,20,2,False,cellular,268.7,1,11.8,False,False,browse,True,0.6329
sess_01634,usr_1507,push_notification,10,1,False,wifi,294.0,3,11.4,False,False,browse,True,0.5973
sess_01635,usr_2337,push_notification,10,2,False,cellular,122.3,2,18.1,False,False,act,True,0.8332
sess_01636,usr_1805,organic,17,1,False,wifi,377.7,1,10.8,False,False,browse,False,0.3573
sess_01637,usr_1892,organic,16,4,False,wifi,148.3,1,7.0,False,False,act,True,0.8626
sess_01638,usr_1155,organic,20,5,True,cellular,404.8,2,9.7,False,False,browse,False,0.4902
sess_01639,usr_1565,widget,1,1,False,cellular,281.8,4,9.0,False,False,browse,True,0.6601
sess_01640,usr_2060,push_notification,4,1,False,wifi,122.1,2,96.5,False,True,act,True,0.5623
sess_01641,usr_2161,organic,12,4,False,cellular,381.1,1,27.6,False,False,browse,False,0.511
sess_01642,usr_1715,push_notification,9,3,False,cellular,138.8,2,51.1,False,False,act,True,0.8457
sess_01643,usr_0664,organic,20,3,False,cellular,416.9,2,8.6,False,False,browse,True,0.7774
sess_01644,usr_0818,organic,8,2,False,wifi,211.1,5,28.2,False,False,browse,False,0.3543
sess_01645,usr_2477,widget,17,2,False,cellular,66.1,2,3.2,False,True,act,True,0.8726
sess_01646,usr_0567,push_notification,16,3,False,cellular,108.7,2,4.9,False,False,act,True,0.8797
sess_01647,usr_1025,organic,19,5,True,cellular,129.0,2,6.5,False,False,act,True,0.602
sess_01648,usr_0214,push_notification,19,1,False,wifi,159.3,2,168.0,True,False,act,True,0.774
sess_01649,usr_1969,organic,10,5,True,wifi,260.8,1,5.5,False,False,browse,True,0.5845
sess_01650,usr_1521,push_notification,8,0,False,wifi,258.7,1,8.2,True,False,browse,False,0.3386
sess_01651,usr_2272,push_notification,7,2,False,wifi,199.5,1,93.3,True,True,act,True,0.6886
sess_01652,usr_0421,push_notification,9,6,True,wifi,124.4,2,24.6,False,False,act,True,0.7471
sess_01653,usr_2114,push_notification,20,5,True,cellular,130.8,2,4.8,False,True,act,False,0.5675
sess_01654,usr_0511,push_notification,17,4,False,cellular,121.3,2,21.6,False,False,act,False,0.5026
sess_01655,usr_1168,push_notification,12,2,False,wifi,239.1,4,71.5,False,False,browse,False,0.543
sess_01656,usr_0344,push_notification,8,4,False,wifi,510.1,1,13.9,False,False,browse,False,0.5674
sess_01657,usr_0657,widget,15,0,False,cellular,252.5,1,10.4,False,False,browse,True,0.6598
sess_01658,usr_1118,push_notification,9,1,False,wifi,113.1,1,8.4,True,False,act,False,0.3278
sess_01659,usr_1841,push_notification,12,2,False,cellular,100.9,2,1.5,False,False,act,True,0.6542
sess_01660,usr_2103,organic,9,6,True,wifi,328.8,2,11.3,True,False,browse,False,0.4675
sess_01661,usr_0604,widget,19,0,False,wifi,111.0,2,1.4,False,True,act,True,0.5629
sess_01662,usr_1792,push_notification,10,4,False,wifi,207.6,3,9.8,True,False,browse,True,0.7918
sess_01663,usr_0376,push_notification,22,6,True,cellular,182.3,2,19.4,False,False,act,True,0.8553
sess_01664,usr_0910,organic,14,0,False,wifi,218.7,2,7.6,True,False,browse,False,0.5924
sess_01665,usr_1848,push_notification,16,1,False,wifi,162.1,1,53.2,True,False,browse,False,0.3134
sess_01666,usr_1432,widget,20,6,True,wifi,70.9,3,35.8,True,False,act,True,0.6361
sess_01667,usr_0110,organic,18,5,True,cellular,94.9,2,6.2,False,False,act,False,0.3769
sess_01668,usr_1700,organic,21,6,True,wifi,214.0,2,97.1,False,True,browse,False,0.5268
sess_01669,usr_0219,push_notification,13,1,False,wifi,264.2,1,9.9,True,False,browse,False,0.3489
sess_01670,usr_1624,widget,7,0,False,wifi,291.8,1,33.6,False,False,browse,True,0.6162
sess_01671,usr_2057,organic,16,1,False,wifi,275.2,1,15.3,False,False,browse,False,0.5217
sess_01672,usr_1532,widget,9,1,False,wifi,232.6,2,38.3,False,False,browse,False,0.5264
sess_01673,usr_0966,organic,15,5,True,cellular,207.4,1,39.1,True,False,browse,False,0.5596
sess_01674,usr_1582,organic,12,3,False,wifi,294.8,3,11.2,False,False,browse,True,0.824
sess_01675,usr_0335,push_notification,18,0,False,wifi,131.6,4,25.4,False,False,act,False,0.522
sess_01676,usr_1536,widget,18,5,True,wifi,154.8,2,3.5,True,True,act,True,0.5994
sess_01677,usr_0920,organic,18,3,False,cellular,151.4,1,46.6,True,False,act,True,0.77
sess_01678,usr_0116,push_notification,21,1,False,wifi,298.2,1,21.3,False,False,browse,False,0.4362
sess_01679,usr_1306,organic,18,0,False,wifi,212.6,4,13.3,False,False,browse,False,0.3112
sess_01680,usr_0406,organic,18,4,False,cellular,185.7,3,40.2,True,False,browse,False,0.5528
sess_01681,usr_1374,push_notification,11,5,True,wifi,190.4,3,7.2,True,False,act,False,0.5466
sess_01682,usr_0599,widget,19,5,True,wifi,131.3,2,18.5,False,False,act,True,0.6211
sess_01683,usr_0564,organic,20,1,False,cellular,344.3,1,41.0,False,True,browse,False,0.389
sess_01684,usr_0157,widget,19,3,False,wifi,95.5,2,2.8,False,False,act,False,0.5148
sess_01685,usr_1176,organic,16,4,False,cellular,357.3,1,2.8,False,False,browse,False,0.5726
sess_01686,usr_1936,organic,20,2,False,cellular,214.6,1,5.2,True,False,browse,False,0.3453
sess_01687,usr_0569,organic,23,3,False,wifi,123.2,3,15.2,False,False,act,False,0.385
sess_01688,usr_1922,organic,17,0,False,wifi,309.4,1,76.4,False,True,browse,False,0.3137
sess_01689,usr_1838,push_notification,9,6,True,wifi,166.0,3,2.9,True,False,act,True,0.8081
sess_01690,usr_0022,push_notification,1,3,False,wifi,154.6,5,2.5,False,False,act,True,0.614
sess_01691,usr_0325,push_notification,19,5,True,wifi,287.5,1,13.1,True,False,browse,False,0.4692
sess_01692,usr_0078,organic,4,5,True,wifi,142.5,3,2.7,False,False,act,True,0.8365
sess_01693,usr_1049,organic,18,2,False,cellular,240.1,1,7.4,True,False,browse,True,0.8893
sess_01694,usr_0884,organic,11,6,True,wifi,326.6,3,2.2,False,False,browse,False,0.3276
sess_01695,usr_0613,widget,12,1,False,cellular,99.4,3,8.4,True,False,act,True,0.6518
sess_01696,usr_2248,push_notification,6,6,True,wifi,66.7,1,105.0,False,True,act,True,0.8027
sess_01697,usr_2494,push_notification,21,0,False,cellular,149.8,2,35.8,False,False,act,True,0.7789
sess_01698,usr_2162,organic,7,3,False,wifi,230.6,1,24.6,True,True,browse,True,0.6308
sess_01699,usr_1734,organic,16,6,True,wifi,95.5,1,57.3,False,False,browse,True,0.5769
sess_01700,usr_0456,organic,21,6,True,cellular,329.9,1,1.1,False,False,browse,False,0.2584
sess_01701,usr_1181,push_notification,9,2,False,wifi,156.1,2,6.1,False,False,act,True,0.5868
sess_01702,usr_0974,organic,19,3,False,cellular,243.7,2,31.5,False,False,browse,True,0.5299
sess_01703,usr_1234,organic,8,4,False,wifi,279.8,1,23.3,False,False,browse,False,0.5587
sess_01704,usr_0500,widget,13,1,False,wifi,133.5,2,3.4,False,False,act,True,0.8363
sess_01705,usr_0196,organic,19,0,False,wifi,200.8,1,13.4,True,False,browse,False,0.5387
