session_id,user_id,entry_point,time_of_day,day_of_week,is_weekend,network_type,scroll_velocity,first_tap_depth,session_gap_hours,previous_session_converted,regional_event_active,user_cohort,intent_label,converted,dwell_seconds,exploration_depth,returned_within_24h,session_value_score
9614eb2b-7069-48a6-bbbb-b5a8eaf6ebe0,789e6d69-2fb1-47dd-a095-aa731fa27f58,widget,12,2,False,cellular,90.2,4,23.9,True,True,casual,act,False,254.4,1,True,0.3472
663765ce-9256-4715-965b-056533256162,169b84aa-e68e-47e7-adf3-ae72d83ad780,push,11,6,True,cellular,96.8,2,1.6,True,True,new,act,True,235.4,1,True,0.6377
9ab156e5-5c7c-4791-91f1-519bba823f3a,5e61199d-caab-42b3-92ae-a9bf651c9714,organic,21,6,True,cellular,258.6,1,20.8,True,False,power,browse,False,469.6,4,False,0.3148
ad89728d-eea5-4f07-9828-fd26a3fee542,6398d5fe-c5bb-4f7a-bdc1-cd8907eb0d27,widget,18,1,False,wifi,62.5,4,8.7,False,True,regular,act,True,186.7,2,False,0.4334
6e01eb06-5adf-400e-b05c-ac98eba8411f,5f6bfb54-3ae4-41c3-a516-3ee1e0501047,organic,8,2,False,wifi,249.9,1,2.1,False,False,casual,browse,False,443.1,5,True,0.5216
ff861ae4-032e-47a7-89ba-d9d7da496231,efe69d77-ee96-4402-a390-15aaa99f2e09,organic,6,5,True,cellular,283.1,1,4.1,True,False,casual,browse,False,211.7,4,False,0.1859
e3a4572e-b5b4-43ad-a0fa-c991da401ba3,99f2fd0d-afd9-4788-ae4f-2490849db759,organic,20,6,True,wifi,311.3,1,1.5,False,False,power,browse,False,221.1,7,False,0.2506
7f1fb1de-1586-482d-90e5-c9bce3cef3b2,3be77e3b-c662-488a-8578-9bd15c5fbebc,push,20,3,False,wifi,48.6,4,4.5,False,False,casual,act,True,65.6,1,False,0.3528
4172fd05-b770-4416-bfc7-3f488b7615ca,bdadb959-bb70-49f3-b155-73caa74d6904,organic,11,4,False,cellular,201.1,1,60.1,False,True,casual,browse,False,161.0,4,False,0.1605
afe35dea-b800-4bbb-9730-54adceb1de99,139ee794-8f8a-40df-9a5c-5588e084dc9a,push,19,3,False,wifi,77.5,2,168.0,False,False,regular,act,True,64.3,3,True,0.5921
fc14260c-64fa-4830-aa59-33e405f384cd,0bf062da-e2a0-4c76-9e4e-f8b9d2a1cabf,push,14,4,False,wifi,364.9,3,5.8,False,False,casual,browse,False,436.6,4,True,0.4983
5e86267e-ef79-41f1-af5f-57df537b9eba,2fd3b048-71e2-4bcd-bd54-74d9d04dd4c1,widget,8,5,True,cellular,349.6,2,18.3,True,False,casual,browse,False,518.6,5,True,0.5593
4b53d96a-25e0-4829-8b6b-b23061998a8e,220442a7-35a2-4a37-9a9d-63f3e3d680dc,push,15,6,True,cellular,56.1,3,14.8,True,False,casual,act,True,44.1,4,True,0.602
1d9c485d-72e1-45f0-9d5d-e24b7535be3e,0955a0ff-0b99-4ff9-9086-cd6c2a0f6a47,push,9,2,False,wifi,240.9,1,14.2,False,False,casual,browse,False,410.3,7,False,0.3452
624d1273-4330-4e35-88c6-210913233ed7,66d4f1cc-ed54-4782-8078-5d898aee9cac,push,19,5,True,cellular,99.7,2,45.5,True,False,casual,act,True,265.4,3,True,0.6927
ee09d934-c040-48cd-8804-988b50315afd,3ceb15e8-cc62-4bbe-a6eb-4a827d4953a4,push,8,5,True,wifi,230.4,1,36.8,False,False,power,act,False,410.6,6,True,0.5253
c796a5bf-cba8-4f1e-9ac1-cfb9211ddb7a,f7d4817c-2bfe-4c05-987c-c110da5ee4ff,widget,8,3,False,cellular,205.0,2,13.7,False,False,casual,browse,False,511.8,9,False,0.4359
aae1b946-1459-4d6d-a8d4-d1a5d27479b2,5f985732-7990-4fec-84c6-8dbd8719c9d3,widget,19,6,True,wifi,79.4,3,22.5,True,True,power,act,True,238.4,2,True,0.6592
8ce48095-d598-4f2b-a66e-f9d5c8d99b39,4022677c-d611-46ee-9d60-f2824e7d6fff,push,19,1,False,wifi,77.1,3,7.2,False,False,regular,act,True,127.6,3,False,0.4238
dac08f38-3d4f-441e-8984-3fdf84855dc6,e1d3750a-0cd2-4cb8-abe5-f2009954311c,widget,22,6,True,wifi,166.7,2,22.8,False,False,new,browse,False,336.5,6,False,0.2882
b812028c-5c95-46c2-916e-a51491d96a0a,39c149e4-8023-47a0-99f0-08608018f1c8,organic,1,5,True,cellular,269.5,2,168.0,False,False,new,browse,False,403.7,5,False,0.3018
b429e95b-11cd-4701-8e5c-8dfe8376f2d3,6f135e48-16e5-4ba8-95b7-7a0205d21d8e,organic,17,0,False,wifi,280.1,1,5.8,False,False,regular,browse,True,403.0,7,True,0.8415
e794d387-9e2b-408e-afa0-68b564043ece,140dbfa6-dfa1-41b6-af81-2447dac7ee64,push,7,0,False,cellular,346.1,1,11.2,False,False,regular,browse,False,91.5,4,True,0.3258
aa6514e3-0b43-40fe-ac29-da272cba458d,36f6bcb4-2990-4cb8-9125-f0a5f8885f01,push,20,3,False,wifi,113.0,2,24.0,False,False,regular,act,True,288.5,3,False,0.5042
95d0da27-58a8-4840-ad1f-dc3dca014148,fe1d0d6a-1d2f-4378-b4a9-de3bbf0d421f,organic,1,3,False,wifi,356.1,1,20.7,False,False,regular,browse,True,83.5,10,True,0.7417
16857a0f-a968-44e8-a3bb-9d8c33c16d1b,5fb1894b-2506-4a8f-8323-63ea46cb3f87,widget,9,0,False,cellular,418.3,1,8.0,True,False,casual,browse,False,424.3,10,False,0.4122
32cce709-5079-4814-a10f-39b597428c97,b93bd5e5-16ce-46af-b156-24c7ce87ef3a,organic,15,4,False,cellular,57.8,2,11.7,True,True,regular,act,False,279.6,1,True,0.3598
c634a1a4-60f4-4397-b293-76051a91e889,8f891c88-0537-481d-8294-8c3a05c38d62,push,18,1,False,wifi,112.5,3,7.1,True,False,power,browse,True,72.6,3,True,0.5963
b0c7752a-5b23-4cf3-9117-9d28aec5cbe0,9bb6e840-3da3-4cf4-82c9-988e646e5198,push,14,6,True,wifi,230.0,1,115.8,False,False,regular,browse,False,242.7,6,True,0.4414
49641b0b-8e74-42f4-87ab-7dc505cfc78f,27d53e77-64e1-4c3f-8a29-0671cba49adb,widget,21,4,False,wifi,116.9,3,24.0,True,True,power,act,True,145.9,3,True,0.633
f2b3792b-fcba-45f5-ad07-03d0dd3b359e,9de3086a-25f9-47cd-a4ba-0c22069b31dc,organic,7,4,False,cellular,363.3,3,22.3,False,True,regular,browse,False,329.2,9,True,0.5446
1a0498c9-9ef6-4ba5-9fd7-3fa8ba86d9f9,dfcb4dc3-cfed-4abc-98fe-a6717cccfd49,organic,9,6,True,wifi,318.4,2,70.1,True,False,casual,browse,False,488.3,4,False,0.3242
b91ecbbe-1bbb-44ba-b99d-ade1a0838d71,a55449a6-caf0-44b2-b9f2-62742047cb11,push,8,5,True,cellular,244.2,1,52.4,False,False,regular,act,False,387.2,5,False,0.2936
71bbc744-991d-45bd-a756-44b1e50d5400,1ec0e69a-5c11-4cb8-9a6f-6ca9709e8311,organic,15,5,True,wifi,265.1,1,38.2,False,False,casual,browse,False,284.5,6,False,0.2622
22722ade-e31f-4f3b-8e8c-4e27001dbe80,e9eeffed-9b4d-4c07-89e9-33ede53bcac3,organic,13,2,False,wifi,335.5,1,7.2,True,False,regular,browse,False,427.3,10,False,0.4136
b54eb38e-c361-460a-a466-d38e7faf9565,590de146-5709-4af5-a058-a7d03bb939ee,organic,1,5,True,wifi,374.4,1,111.9,False,False,regular,browse,False,483.1,4,False,0.3216
89010ac5-9dae-4af9-a8c8-2ec782d371d0,903f7327-890b-4d39-94fb-e149b2614581,push,9,0,False,wifi,77.5,1,39.5,True,False,power,act,True,186.8,1,True,0.6134
618223ea-95ff-407f-a028-6523b0997551,e2276bed-3ad0-44a5-86b7-68c82b6c04d1,push,10,2,False,wifi,62.7,3,10.8,True,False,casual,act,True,117.7,3,True,0.6188
cac8e28c-d575-4517-a1e9-c2f136d5cd7b,23ae7047-e027-431c-98f7-ff341493da3c,push,20,3,False,wifi,72.0,2,10.2,True,True,new,act,True,215.5,2,False,0.4478
1cdd6852-480d-4cfc-8dbf-221b5fc7eee8,721ad98a-a989-43f7-b830-62c4f99e2ae2,push,8,3,False,wifi,94.4,4,24.9,True,False,regular,act,True,256.1,4,True,0.7081
92da8fc2-5940-45f4-997e-c7237ad96fef,56bcf630-da10-47d2-8c54-a8c82bf49505,organic,22,1,False,wifi,331.9,1,9.8,False,False,casual,browse,False,193.5,5,True,0.3968
a1757987-01da-4f2e-b516-68c32d0fe144,fe4460ba-1344-41a2-bd7c-82cf255f561c,widget,9,3,False,cellular,325.0,3,4.4,False,False,casual,browse,False,145.8,4,False,0.1529
3afb26cb-6d9f-4628-8d8b-93fcf967fa47,21906833-60be-44e7-b9c3-b1d4c613577b,push,19,0,False,cellular,38.1,3,7.2,False,True,regular,act,True,109.5,2,True,0.5948
c1fe9bfa-270b-4474-b155-597e341f21dd,766ae231-98d7-400d-b24e-ab488b8dd6f4,organic,12,0,False,wifi,390.6,1,21.1,False,True,casual,browse,False,111.1,10,False,0.2556
063fd83e-4109-467a-af16-8524917b7e0d,cd850a89-af91-4e6e-8520-6e35d7fb481c,push,18,4,False,cellular,45.4,3,1.3,False,False,casual,act,False,170.0,5,True,0.385
34af0e99-cc24-4f3c-a2df-73fb6c9475ae,f4402143-e18b-43d8-9a87-4bf143855d59,push,18,0,False,cellular,83.8,2,32.1,False,False,casual,act,True,293.4,1,True,0.6667
df6ec203-2e81-4dff-9803-272cc0bedf61,6f292c2a-5c90-41bd-be8c-71acf63f0299,widget,12,3,False,wifi,368.9,2,3.8,False,False,regular,browse,False,122.6,5,False,0.1613
fdb72346-aa38-41a9-a7f4-5fd9b202e054,7d6b6e1c-f7a3-4cf8-b20d-78fcfc643200,push,6,0,False,wifi,82.7,3,4.0,True,False,power,browse,True,99.4,1,True,0.5697
ac41edca-b788-4a4d-9ccc-c3a0ba799c73,135265f6-676e-405f-9c06-6e1a0edfbc48,organic,7,5,True,cellular,402.1,1,83.7,False,False,new,browse,False,106.6,4,True,0.3333
6808aaa7-c200-4df0-b4c3-e885d575f162,7be9966d-235a-421d-9931-128b1a002f7a,widget,6,6,True,wifi,354.0,2,46.9,False,False,power,browse,False,214.1,9,False,0.2871
183c7631-8f0b-4d4d-8537-2644ad14be03,75e59023-6bf9-4136-b55d-c2175b7e1568,push,17,6,True,cellular,324.8,1,8.1,False,False,casual,browse,False,359.2,9,False,0.3596
196f5c6b-b719-4f8f-9171-17e879865fb3,dfa12bab-cf84-47b2-a7f0-8511c1397e66,push,18,2,False,cellular,120.3,2,20.7,False,False,regular,act,True,204.3,4,True,0.6822
8840eb0d-b45c-4f7d-b139-00bceda51156,04724b0a-13a4-4dd5-85d8-ac608be59b27,organic,10,5,True,cellular,292.4,2,34.6,False,False,casual,browse,False,541.1,10,False,0.4706
d6bdb195-954d-4f68-88ad-17762195a62f,8344820b-c309-48fc-b99c-4cf248204e92,organic,12,2,False,wifi,375.7,1,1.5,False,False,new,browse,False,529.8,7,False,0.4049
95b4f4da-3526-4e3a-a40a-2d4bb519553e,2a56b490-7756-45be-995e-31eaba8011e3,push,20,5,True,cellular,50.7,2,47.4,True,False,casual,act,True,291.9,1,False,0.466
e7cb829d-159c-4385-811f-09bc270020ad,5408cad4-1c16-4493-bcae-afa8aaff7162,widget,17,3,False,wifi,204.8,1,23.8,False,False,casual,browse,True,123.0,9,False,0.5415
daf548ce-6110-4ddc-adc1-4d72a6bbd038,0462745e-ef9d-46d1-98c6-7ccb3bcebc41,push,8,6,True,wifi,350.9,2,3.8,False,False,casual,browse,False,483.7,5,False,0.3418
2f40f9ee-d679-4b0e-bd77-bbd33190f3b5,123b6015-b949-4ce8-8b04-e01ce9ff863b,push,5,0,False,cellular,211.9,1,16.6,False,False,new,browse,False,447.2,5,False,0.3236
a35cd6df-5386-4626-b5fe-344506f442ff,350aa608-a36b-40c5-8dbc-8e44bddcfa28,push,5,3,False,cellular,290.7,2,17.1,False,False,power,browse,True,254.3,8,False,0.5872
a746a591-713a-44f3-94c7-2aa71e7adc67,df1df73c-dd90-4fee-9bfa-714da65c0914,push,20,3,False,cellular,139.5,3,16.1,False,False,power,act,True,162.2,1,True,0.6011
a9be102d-a971-4ce1-8aa9-3a812aa1ac87,c4436550-97da-4a0f-a68a-0eee39069a0f,widget,18,0,False,cellular,320.8,2,19.7,False,False,regular,browse,False,354.1,4,True,0.457
d0c492cf-0c82-4529-91ad-85d70d52c116,52405903-bb6e-4c91-b233-044f6c58c540,push,15,6,True,wifi,67.0,1,1.9,False,True,regular,act,True,292.2,5,True,0.7461
e85efe49-0a61-4ab9-aa59-6ce4185086fc,21be267a-a5d0-442b-ad90-d337f123276a,organic,13,3,False,wifi,247.9,4,15.1,False,False,regular,browse,False,133.7,8,True,0.4269
ccc82ba5-81be-4ed0-ad83-8c11db43809b,174f7ae9-2f7b-4433-be8a-4df35372fb2f,organic,16,6,True,wifi,224.7,2,32.7,False,True,casual,browse,False,183.5,10,False,0.2918
a6c6b943-fbc1-4af1-9c16-655f432e9049,0b6eeac1-e1cf-4bf7-a559-6a0f038b3e61,push,9,1,False,wifi,52.2,2,12.7,True,False,power,act,True,253.1,5,True,0.7266
3617446d-a2c0-45fa-8db0-3d10362f3f77,fb60f0e0-6963-4487-b236-504861a8bfbf,push,19,5,True,cellular,94.7,2,65.2,False,False,casual,act,True,265.2,5,True,0.7326
4700d776-d179-4aaa-94c1-be0bd526b5a9,b4fc1be3-31d1-43b6-b14d-f322c3523a6c,organic,19,5,True,cellular,218.6,2,128.2,True,False,regular,browse,False,164.0,8,True,0.442
297e6ffd-2f97-47ca-8155-075feb022f77,59f63d38-1ccf-47a5-844f-e66c457c49b0,push,12,0,False,cellular,303.3,1,5.5,False,False,power,browse,False,67.7,7,False,0.1738
fe9ca8ff-79d8-4cc6-bca9-0fefc2f0f7e5,3434bbb3-29cb-4172-8125-6ca79c7d5e0b,push,5,0,False,wifi,363.1,1,1.5,False,False,regular,browse,False,509.1,4,False,0.3346
028e9320-3847-4c97-806d-9111fe41d43f,6c15f528-6a27-497a-8ba4-296240000593,organic,20,2,False,cellular,239.0,3,3.2,False,False,regular,browse,False,289.4,9,True,0.5247
f1837c09-b8ba-453e-993b-9b54be79ffec,485c2d32-ef11-4c95-8342-f50c9fbdceaa,widget,23,0,False,wifi,219.9,1,3.9,False,False,casual,browse,False,370.3,4,True,0.4652
04a73545-9284-4a90-bac4-742786dbb542,f58ff6d2-72b3-469f-aa60-fc5f06487e28,widget,13,6,True,cellular,235.3,1,5.0,False,False,regular,browse,False,254.1,8,False,0.2871
93869f83-e37d-4082-a73f-367d9abf3e2f,20bc6c7e-c36a-4b1a-8f85-79014c7b6725,organic,6,6,True,wifi,411.0,1,45.4,False,False,power,browse,False,210.1,8,False,0.265
ca163894-5d14-4d1a-8205-839a5e4818fb,00ada6c3-4af3-4f66-b674-60adfdf014a7,widget,7,2,False,wifi,217.9,1,39.0,False,False,regular,browse,False,247.4,10,False,0.3237
bdeb56c0-3dd9-4a60-b8bb-5b33777259e9,39c149e4-8023-47a0-99f0-08608018f1c8,widget,19,1,False,wifi,76.3,3,23.4,True,False,new,act,True,113.9,5,True,0.6569
d66c4d65-b957-4f28-a935-18aa8602db5d,537fb311-305c-4196-87fb-c3d396c51cb3,push,12,4,False,wifi,73.8,3,44.2,False,True,regular,act,True,174.1,5,True,0.687
25ed7620-652c-4ce8-bf40-0942d3633c4b,3ba3625c-e8d1-4152-bc0e-fb69b7d54e8f,widget,12,1,False,cellular,462.7,2,10.9,True,False,power,browse,False,378.3,6,False,0.3092
00e1bb6d-c553-4fd1-bb9e-bb8b0794dc56,93a8f5d2-e55b-4503-9aa1-b2d84087c8d5,organic,20,2,False,wifi,324.8,1,34.5,False,False,power,browse,True,187.9,4,False,0.474
c15e91c5-1cae-4a79-944e-ce166c5915f3,2cc9342c-e718-44ca-aef6-a0d73ebdf16c,widget,20,4,False,wifi,242.8,3,19.5,False,False,casual,browse,False,211.8,9,True,0.4859
9bff6dcc-d051-445e-9ca2-e8128f25f705,e985a157-e7c8-416b-869b-7862c7c2a60f,organic,6,2,False,wifi,309.3,2,6.8,True,False,regular,browse,False,413.7,8,True,0.5669
bb9882d6-b721-4692-9c8a-38c938dc87d3,96a05c6f-0f20-4ef2-9a48-b6e655e8104d,organic,22,3,False,wifi,32.2,3,3.6,True,False,new,act,False,136.5,1,True,0.2882
90942bcc-928a-49ae-a37b-ac0944f81f41,cdfd798c-0d01-4765-97e4-a6f0ff8b2471,push,20,3,False,cellular,90.7,3,68.1,True,False,casual,act,True,150.4,4,True,0.6552
fb0a7784-c122-4dc1-8dc1-77bd25472b4c,dee11806-a079-4fcb-aefd-265674cfd302,widget,14,6,True,wifi,317.2,1,5.9,True,False,regular,browse,False,425.3,5,True,0.5127
f08a30f2-f70a-4c27-8c43-56dcb26a6a11,e35297cb-bbc9-438a-81a6-edc76d5d5b01,push,20,5,True,wifi,86.2,3,32.7,False,False,regular,act,True,189.7,4,False,0.4748
5280d308-81b2-43f3-bd83-53cfdfc0f90b,73f6f914-5eb6-4cd3-a8f9-a8017a282272,organic,7,6,True,cellular,293.4,1,16.4,False,True,casual,browse,False,429.7,5,True,0.5148
5c77f303-23e3-4caa-8e1c-bd94843e580b,adda4b15-ab17-408c-bfeb-637253161dd5,organic,14,2,False,cellular,277.8,1,1.1,True,False,new,browse,False,119.8,4,False,0.1399
f7a43c05-ad2c-4252-b1fd-95e6bc837c41,19cd47c5-41be-4ca9-b10c-72844fb06a46,push,6,3,False,wifi,317.8,1,4.5,False,False,regular,browse,False,457.6,5,True,0.5288
7b0bd47c-046c-43c0-9c6d-a5fd4ef07c52,24beec38-7257-443e-ba6d-97ce59ccab4b,push,13,6,True,wifi,98.0,2,3.2,True,False,power,act,True,279.3,3,True,0.6996
b7dd2010-f066-4231-ad05-531560c060e3,66903d0c-e6ef-4eec-afe8-51e686e9a427,push,19,0,False,wifi,98.0,2,8.7,True,False,regular,act,True,37.6,1,True,0.5388
c041ed1e-ebf9-49bc-bd01-882d14c143e3,fb673e6d-bce4-44cb-8172-858c0d6917a1,push,20,3,False,cellular,121.8,3,51.9,False,False,regular,act,True,176.6,4,True,0.6683
4cec2a1a-7dd2-45b7-a7d7-5fbd9ff4840b,c02f1258-6d50-4a6c-9409-dea7051595f4,widget,11,6,True,wifi,252.8,1,62.4,False,False,casual,browse,False,265.5,9,False,0.3128
9f4563fc-cd67-4d05-98bb-6e738e5b4120,db9ced90-fe8e-466c-b0a3-a57ab08e398c,organic,7,5,True,wifi,204.3,4,17.0,False,True,regular,act,False,236.0,9,False,0.298
a5cb7015-737f-44fd-9b2e-88409aba8eee,8696035c-01bd-4dd9-9f42-64364ceabd59,push,14,4,False,cellular,295.6,1,140.4,False,False,casual,browse,False,85.9,9,False,0.223
c89b1f6e-004c-4720-8013-f3d9c63dccbb,16b45c7b-2cec-458e-8e1d-58af8b0e4f94,push,14,5,True,wifi,127.5,3,26.0,True,False,regular,act,False,78.2,4,True,0.3191
5ef5c4b6-a428-4a58-869c-950d19ad3101,5025b79c-7718-437c-82ad-299e18bd463a,organic,16,0,False,wifi,280.9,1,30.4,False,False,casual,browse,False,354.2,5,True,0.4771
acb6f991-6537-4688-b66f-36d487294f5b,8b3831f0-1555-4852-af9e-e07b1688ce0c,push,13,3,False,wifi,328.4,1,2.2,False,False,regular,browse,False,177.5,6,False,0.2088
7c2714fd-c643-461c-931d-51c72f90e05d,49f4e9a3-8f13-4321-accd-62524e751f47,push,10,0,False,wifi,231.5,2,11.1,False,False,casual,browse,False,122.1,6,True,0.381
2f757e94-2123-4364-b37d-70556563688c,141e5e68-f77e-4503-8aee-d311283ddfd3,push,17,2,False,cellular,336.9,2,37.9,False,False,regular,browse,True,478.0,8,False,0.699
57afad27-5bd2-4e12-8b7f-b4035210a94a,dc1e0687-09f7-4637-8214-7c544d4e7c0a,organic,13,2,False,cellular,367.2,1,8.5,True,False,casual,browse,False,386.5,10,True,0.5933
6c8a931e-ddf1-4fad-9613-80ba593a0cca,29f2987e-0397-4632-837e-1685c3b6bbee,push,20,6,True,wifi,84.1,3,3.6,True,False,casual,act,False,241.6,3,True,0.3808
3816ca15-949b-436e-a101-18cf44b1643e,5a032497-8318-4a85-b880-e4aa703a834d,organic,14,2,False,cellular,246.3,1,12.0,False,False,power,browse,False,193.0,10,True,0.4965
e555433d-1a1a-4580-a035-cab9413535af,c3b8ed1b-cf42-4bd5-890e-c845980fd244,widget,20,1,False,wifi,348.9,3,23.5,False,False,casual,browse,False,117.1,9,True,0.4386
f438b067-c50b-46d0-98e9-3b2b5cd0a708,89c372f0-fed8-4d32-9a8a-0fce0f007df5,widget,15,5,True,wifi,311.2,3,45.2,True,False,casual,browse,False,235.6,6,True,0.4378
39da834a-f5b1-4d45-b813-7e97a224e6f9,0a8e34ed-f24f-4e8e-9721-ed895cd6ad62,push,16,5,True,wifi,125.0,3,14.4,True,False,new,act,True,45.3,2,True,0.5627
12de084e-1759-4680-a52c-4a1d25908f16,3be77e3b-c662-488a-8578-9bd15c5fbebc,widget,19,0,False,cellular,111.7,2,4.6,True,False,casual,act,False,53.0,4,True,0.3065
979df723-be31-4dfc-b60e-f57d61cff9d7,3fd26816-a617-4448-9f0b-889367713a9a,push,13,6,True,wifi,107.7,1,8.5,False,True,casual,browse,False,83.9,2,True,0.282
3c23ec66-0e07-488a-b012-f86563cbfd42,c6dc1f58-796a-480f-bd56-d26e5bfecaa2,organic,17,6,True,cellular,364.8,1,65.1,True,False,regular,browse,False,511.4,6,False,0.3757
dc780310-55ae-42bf-ac31-d0ced4b4c22d,acb98c30-285c-44db-9d18-20ed2c2270a1,push,12,5,True,cellular,76.8,4,30.2,True,False,regular,act,True,254.7,3,False,0.4873
1e75e011-fdbd-42f5-9112-035e88d5fcb1,73b14902-8105-4895-a022-06410b4efce7,widget,3,3,False,wifi,301.9,3,7.3,False,True,casual,browse,False,64.9,5,False,0.1325
ea6bf8dc-f77d-4a06-a833-59b2f94348ae,81b70dce-9157-4bdb-903b-1aed022736cb,widget,23,0,False,cellular,371.1,3,129.3,False,False,new,browse,False,475.1,9,False,0.4176
0df76591-9ab4-4fd4-91c8-fa6f9e315ed1,bd30ae0d-979a-4b6f-abd9-b8dc9e667828,widget,20,2,False,wifi,112.8,2,138.8,True,False,regular,act,False,60.4,2,True,0.2702
f913d294-7fd0-4571-878a-71b6c10c8332,f2ad3cd3-20e4-4dc4-b37f-89c9acd95f41,organic,11,6,True,wifi,439.2,2,20.3,False,False,regular,browse,False,374.1,9,False,0.3671
9797df23-d582-421d-9ff2-a30deae4b783,26b97519-6ffb-47bc-a03e-8db3b6f0565b,organic,8,1,False,cellular,249.2,1,20.3,True,False,power,browse,False,128.8,6,False,0.1844
4ba04faa-ea37-402d-a143-d384ab41cb37,f3731b3b-fc9e-46ce-939d-5b805235cfad,push,20,0,False,wifi,76.2,5,2.9,True,False,regular,act,True,238.8,3,True,0.6794
186b9424-3674-4099-9bd6-ac830ecb5f8c,655c0551-8785-4da6-9359-d5376c35097f,organic,15,0,False,wifi,224.6,2,15.2,False,False,new,act,False,471.3,7,True,0.5756
404c69f9-eeb4-416e-843a-cdd81533f9cd,79a68fa6-f3d0-449d-8b6c-1c60412d9aa1,push,20,5,True,cellular,83.0,2,15.5,False,False,casual,act,True,75.9,4,False,0.418
c0206fec-c0d5-49d1-ad66-f23b427c1037,977eef99-ac10-4835-bbf9-f4cbf18fec8a,push,9,4,False,cellular,79.4,4,2.2,True,False,power,act,True,201.4,3,False,0.4607
a3520c65-1b7a-45db-9a81-b9df1c093827,6ba61a69-6a70-4fbb-aaf2-0d833721876f,widget,4,1,False,wifi,254.1,1,10.4,False,False,casual,browse,False,529.8,6,False,0.3849
61688972-f226-4a18-9398-bb89343e2f29,4a6696da-cf64-4770-b47e-622cb1f52b08,push,21,6,True,cellular,47.7,3,16.4,False,False,regular,act,True,195.6,2,True,0.6378
ba45ab7e-dd41-4bf3-b5eb-fa306a6c28eb,b94ba23b-9863-442d-8eca-a5ed3c0630e2,organic,12,2,False,cellular,295.5,3,4.8,True,False,casual,browse,False,410.8,4,False,0.2854
c54f3421-11db-4462-8580-abaa5964d621,bbf86fe3-52b7-4111-8fda-cfe98a320dd5,widget,13,5,True,wifi,300.5,1,9.9,False,True,power,browse,False,326.3,5,False,0.2632
f3c964e1-916a-4aba-82dd-57d0ceec3a72,8f152655-91fe-41e4-8d58-df0bb764943b,widget,21,1,False,wifi,347.6,1,107.1,False,False,new,browse,False,167.5,9,False,0.2638
e6d622b8-d07c-40b8-8966-e9e9a984af93,d3a38fde-548a-4821-b664-e8b64be6ac9c,organic,14,5,True,wifi,187.2,1,36.9,False,False,casual,browse,True,266.6,7,False,0.5733
1eb176cb-b929-471d-9560-e6bbdf20feb3,4e541e8c-8d5e-4ff7-825e-0c9d4fc736e3,widget,12,6,True,cellular,439.4,1,93.3,False,False,new,browse,False,151.1,10,False,0.2756
ab922846-95e8-4206-9eb1-dc8dc08e501c,9da93524-4f06-47e2-9ed2-2881a7b1a88f,push,15,6,True,wifi,106.3,4,15.8,False,True,regular,act,True,76.0,1,True,0.558
8993d7b3-9bc3-41fc-bdac-52016b5aba54,0a18b9b3-7b1b-4b89-a518-51f90c75dda0,push,8,0,False,wifi,340.1,4,38.2,False,False,regular,browse,False,499.6,7,True,0.5898
f906c0c0-2f2b-4c4f-98b5-68355756f034,06bf1bea-3fd7-4214-8d06-a5f6f424d05c,push,9,1,False,wifi,77.3,4,54.1,True,False,casual,act,True,217.3,2,False,0.4486
8947ccea-c9ca-468c-bbc2-81c42b1e306c,183befeb-fe56-43a2-81f5-4a4857574ad0,widget,0,5,True,wifi,371.4,1,43.2,False,False,casual,browse,False,297.0,7,True,0.4885
29d682e2-9e38-4037-b734-527a6e190f93,58477a93-1c04-4d39-8e14-b0b080dfe7cf,widget,20,5,True,wifi,77.3,2,7.1,True,True,new,browse,True,117.9,2,True,0.599
ad51bd51-5e90-4f86-bc88-26ecd3bc738a,1d262687-ff09-4f32-8683-9ca372370d80,organic,2,4,False,cellular,311.8,3,17.6,False,False,regular,browse,True,265.1,6,True,0.7526
dee42920-97d7-450f-b36b-94450f6cba62,73b14902-8105-4895-a022-06410b4efce7,organic,13,4,False,cellular,241.3,2,6.9,False,False,casual,browse,False,412.6,8,False,0.3663
a8f69031-9105-4a9d-ae67-7bf2f4fec28c,8da14d79-e323-40e0-abee-2ec8a001c1ae,push,15,2,False,wifi,265.5,1,3.3,False,False,power,browse,True,313.2,9,False,0.6366
2d7159e5-748e-489b-8cd7-6baac4f5fdca,eb25a2a3-80d0-4e67-93a7-6a9e24d40c09,widget,17,3,False,cellular,45.8,3,10.2,True,True,regular,act,True,61.1,1,True,0.5506
291d265b-249f-4fd2-89c1-71135d63c2ff,70d0cf07-31db-495e-b9e1-be63fe90dfd1,push,14,4,False,wifi,119.1,4,35.8,True,False,casual,act,True,118.9,3,True,0.6195
510bd52d-5e19-481d-b7a4-174616bb20f8,7e8858f4-3033-4b44-ae81-6b7ae04cbcc9,organic,14,4,False,cellular,182.0,2,13.8,False,False,casual,browse,False,211.9,5,True,0.406
bb40761f-7838-40ec-b44d-88a8338d24af,9820a17e-538b-44bc-b03f-8f3417ee83cc,push,5,0,False,wifi,429.8,1,27.3,False,False,power,browse,False,305.8,9,False,0.3329
9d21f2b3-2b6b-40a4-8a8b-19b9546f134f,f61a0c1b-4831-4d20-95d3-c528f991fa0e,widget,7,6,True,cellular,253.6,1,3.5,False,False,power,browse,False,364.4,8,False,0.3422
